method,look,horizon,n,balance
sample_cov,79,9,105,0.40865931852520004
sample_cov,72,6,160,0.4085168745995834
ledoit_wolf_single_factor,72,4,240,0.4084988802318634
exp_cov,88,7,134,0.40834769284524247
sample_cov,79,8,118,0.4080679541752117
ledoit_wolf,78,3,319,0.4080176767522475
ledoit_wolf_constant_variance,78,3,319,0.4080176767522475
ledoit_wolf_constant_variance,73,4,240,0.40794766901856505
ledoit_wolf,73,4,240,0.40794766901856505
oracle_approximating,73,4,240,0.40712018947561
oracle_approximating,78,3,319,0.4071097900238051
oracle_approximating,74,7,136,0.4063204577039895
exp_cov,81,9,105,0.4061906240019026
exp_cov,75,7,136,0.40537836408809025
sample_cov,78,3,319,0.40534849555635494
sample_cov,80,3,318,0.4048731182852197
exp_cov,72,6,160,0.4047069471162572
oracle_approximating,73,9,106,0.40460127752817987
sample_cov,79,3,318,0.4042452107123249
oracle_approximating,81,7,135,0.40381098843749536
exp_cov,71,8,119,0.4036840868641914
exp_cov,75,4,239,0.40308252388095783
oracle_approximating,71,4,240,0.4027531743068987
ledoit_wolf_constant_variance,71,5,192,0.4016951120077617
ledoit_wolf,71,5,192,0.4016951120077617
ledoit_wolf_single_factor,71,5,192,0.40100302264431165
ledoit_wolf_single_factor,73,3,320,0.4006931233100299
exp_cov,71,6,160,0.3995366921404698
sample_cov,76,7,136,0.3992160384248964
exp_cov,77,4,239,0.3990936831758407
oracle_approximating,71,5,192,0.39838748762756515
sample_cov,75,3,320,0.39810816276013594
exp_cov,74,4,240,0.3976141866794385
exp_cov,78,4,239,0.39721227594825564
ledoit_wolf_single_factor,74,3,320,0.39706177719184166
exp_cov,79,9,105,0.39705716754663134
sample_cov,73,9,106,0.39630484661444143
oracle_approximating,75,3,320,0.3960991314594723
ledoit_wolf_constant_correlation,72,9,106,0.3953713460974937
oracle_approximating,76,3,319,0.39472682463609354
ledoit_wolf_constant_variance,76,3,319,0.3947051578778362
ledoit_wolf,76,3,319,0.3947051578778362
exp_cov,79,3,318,0.39401086174660155
sample_cov,76,4,239,0.3933569836554426
oracle_approximating,76,4,239,0.3920014537789349
exp_cov,73,9,106,0.39185149538585656
sample_cov,78,8,119,0.39181631471370026
sample_cov,74,7,136,0.39179298221428205
ledoit_wolf,80,4,238,0.3916135283066064
ledoit_wolf_constant_variance,80,4,238,0.3916135283066064
exp_cov,79,4,238,0.3912603382060877
exp_cov,76,7,136,0.3908146124223592
oracle_approximating,80,4,238,0.39010037997282687
exp_cov,79,8,118,0.3899730584193016
exp_cov,80,3,318,0.38981785395126073
exp_cov,78,8,119,0.38978789529361824
sample_cov,76,3,319,0.3896862131120729
exp_cov,78,3,319,0.38895661345768495
ledoit_wolf,76,4,239,0.3887865682719383
ledoit_wolf_constant_variance,76,4,239,0.3887865682719383
ledoit_wolf_constant_variance,75,3,320,0.3882106211479625
ledoit_wolf,75,3,320,0.3882106211479625
sample_cov,71,5,192,0.3878876820090189
exp_cov,73,4,240,0.3878847570399104
sample_cov,80,4,238,0.38777117377071174
ledoit_wolf_single_factor,71,9,106,0.38685510098808107
ledoit_wolf,72,5,192,0.3866319388293021
ledoit_wolf_constant_variance,72,5,192,0.3866319388293021
sample_cov,71,4,240,0.38599315868830836
oracle_approximating,72,5,192,0.3858053617443974
exp_cov,71,4,240,0.38462773018695495
exp_cov,75,3,320,0.38395795111780184
exp_cov,74,7,136,0.38319226440815013
exp_cov,74,5,191,0.3829749651852939
sample_cov,81,7,135,0.3817685176891739
exp_cov,77,3,319,0.3808740599337699
exp_cov,76,3,319,0.3806423154487071
exp_cov,72,5,192,0.3783166596536425
ledoit_wolf_constant_variance,71,9,106,0.3778663041269551
ledoit_wolf,71,9,106,0.3778663041269551
ledoit_wolf,72,4,240,0.3774654319977465
ledoit_wolf_constant_variance,72,4,240,0.3774654319977465
sample_cov,72,5,192,0.37716217941691427
oracle_approximating,72,4,240,0.37610537022123086
exp_cov,81,7,135,0.3745955203409063
exp_cov,71,5,192,0.37412515261640766
exp_cov,80,4,238,0.3736619901049042
oracle_approximating,72,3,321,0.37150809897117054
oracle_approximating,71,9,106,0.37142332765261216
ledoit_wolf_constant_variance,72,3,321,0.3710440791981536
ledoit_wolf,72,3,321,0.3710440791981536
exp_cov,76,4,239,0.36993466846489115
sample_cov,72,4,240,0.3690415178210012
sample_cov,72,3,321,0.367784705381627
exp_cov,72,4,240,0.36508324856107033
ledoit_wolf_single_factor,72,9,106,0.363752247173108
exp_cov,72,3,321,0.36213129260086796
ledoit_wolf,74,3,320,0.35972138705166357
ledoit_wolf_constant_variance,74,3,320,0.35972138705166357
ledoit_wolf_constant_variance,72,9,106,0.35825614875572737
ledoit_wolf,72,9,106,0.35825614875572737
ledoit_wolf_constant_variance,71,3,321,0.35553113726893887
ledoit_wolf,71,3,321,0.35553113726893887
oracle_approximating,74,3,320,0.355081421966551
sample_cov,71,9,106,0.3530759810421577
oracle_approximating,71,3,321,0.35301970601260313
oracle_approximating,72,9,106,0.3520205051033125
ledoit_wolf_constant_variance,73,3,320,0.3505929833501534
ledoit_wolf,73,3,320,0.3505929833501534
sample_cov,71,3,321,0.3496420412006587
sample_cov,74,3,320,0.34944817929448924
oracle_approximating,73,3,320,0.3494376595860683
exp_cov,71,9,106,0.34554929766647385
exp_cov,71,3,321,0.34112103360150187
sample_cov,73,3,320,0.33954730503679303
exp_cov,72,9,106,0.338326505408469
exp_cov,73,3,320,0.33639630937788184
sample_cov,72,9,106,0.33503281132547624
exp_cov,74,3,320,0.3295358390842614
